train_id,route,source,destination,distance_km,class,quota,date,day_of_week,is_holiday_or_festival,total_seats,seats_requested,seats_available_at_booking_time,booking_outcome,booking_attempt_timestamp
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,02-07-2027,Friday,0,46,6,27,success,22-06-2027 10:15
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,General,11-05-2027,Tuesday,0,64,5,41,success,14-04-2027 00:53
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,General,06-10-2027,Wednesday,0,64,2,37,success,13-09-2027 02:01
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,1A,Tatkal,22-05-2027,Saturday,1,24,5,0,fail,01-05-2027 21:40
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,03-04-2027,Saturday,1,64,5,22,success,27-03-2027 06:12
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,General,12-09-2027,Sunday,1,64,1,42,success,12-08-2027 19:27
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,14-07-2027,Wednesday,0,64,4,32,success,04-07-2027 10:02
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,14-05-2027,Friday,0,72,6,30,success,10-05-2027 14:28
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,01-06-2027,Tuesday,0,64,6,29,success,20-05-2027 04:12
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,04-03-2027,Thursday,0,64,6,32,success,07-02-2027 10:44
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,29-03-2027,Monday,0,72,3,47,success,26-03-2027 16:42
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,15-07-2027,Thursday,0,72,7,39,success,20-06-2027 10:26
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,General,02-04-2027,Friday,0,46,4,26,success,16-03-2027 06:59
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,General,02-03-2027,Tuesday,0,64,2,48,success,22-02-2027 15:33
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,27-09-2027,Monday,0,72,5,33,success,11-09-2027 16:11
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,01-08-2027,Sunday,1,72,3,47,success,16-07-2027 22:26
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,21-07-2027,Wednesday,0,46,5,25,success,02-07-2027 21:46
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,21-07-2027,Wednesday,0,72,2,34,success,04-07-2027 11:30
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,08-09-2027,Wednesday,0,72,7,24,success,16-08-2027 19:07
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,11-03-2027,Thursday,0,72,1,26,success,14-02-2027 12:01
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,26-09-2027,Sunday,1,64,2,37,success,09-09-2027 01:48
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,03-04-2027,Saturday,1,72,3,29,success,29-03-2027 21:30
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,16-05-2027,Sunday,1,72,3,30,success,27-04-2027 16:20
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,General,18-08-2027,Wednesday,0,64,3,37,success,16-08-2027 10:21
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,22-08-2027,Sunday,1,72,6,17,success,19-08-2027 20:02
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,1A,Tatkal,21-02-2027,Sunday,1,24,7,1,fail,14-02-2027 11:12
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,20-12-2027,Monday,0,72,4,44,success,20-11-2027 03:23
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,29-04-2027,Thursday,0,72,7,37,success,21-04-2027 05:41
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,07-03-2027,Sunday,1,72,4,15,success,16-02-2027 22:00
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,09-01-2027,Saturday,1,64,2,14,success,11-12-2026 08:38
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,General,30-01-2027,Saturday,1,46,5,25,success,12-01-2027 01:56
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,21-10-2027,Thursday,0,72,2,24,success,28-09-2027 00:26
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,01-06-2027,Tuesday,0,64,7,31,success,29-05-2027 04:41
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,24-07-2027,Saturday,1,64,4,17,success,24-06-2027 16:50
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,21-09-2027,Tuesday,0,64,5,32,success,15-09-2027 22:38
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,06-01-2027,Wednesday,0,72,7,30,success,30-12-2026 23:00
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,29-11-2027,Monday,0,64,1,27,success,24-11-2027 23:31
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,12-03-2027,Friday,0,72,3,24,success,17-02-2027 01:15
T010,Delhi-Pune,New Delhi,Pune,1450,2A,Tatkal,06-04-2027,Tuesday,0,46,2,12,success,13-03-2027 08:50
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,19-09-2027,Sunday,1,46,1,18,success,05-09-2027 10:20
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,30-01-2027,Saturday,1,64,6,16,success,23-01-2027 20:25
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,17-05-2027,Monday,0,72,7,27,success,15-05-2027 18:28
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,General,15-07-2027,Thursday,0,64,6,40,success,10-07-2027 00:28
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,15-07-2027,Thursday,0,72,7,27,success,24-06-2027 12:25
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,11-10-2027,Monday,0,72,7,49,success,15-09-2027 21:53
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,General,01-05-2027,Saturday,1,46,6,31,success,25-04-2027 10:59
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,24-08-2027,Tuesday,0,72,2,47,success,12-08-2027 12:27
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,07-10-2027,Thursday,0,72,2,51,success,03-10-2027 09:45
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,19-10-2027,Tuesday,0,72,3,44,success,19-09-2027 18:06
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,27-04-2027,Tuesday,0,46,1,18,success,29-03-2027 20:08
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,05-04-2027,Monday,0,72,6,39,success,03-04-2027 13:06
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,08-07-2027,Thursday,0,72,2,46,success,10-06-2027 02:10
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,01-06-2027,Tuesday,0,72,3,34,success,01-05-2027 22:01
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,31-03-2027,Wednesday,0,72,6,39,success,08-03-2027 07:49
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,01-09-2027,Wednesday,0,72,6,37,success,09-08-2027 02:27
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,07-07-2027,Wednesday,0,64,4,21,success,17-06-2027 18:46
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,14-01-2027,Thursday,0,46,7,26,success,18-12-2026 04:53
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,05-09-2027,Sunday,1,64,5,23,success,14-08-2027 05:42
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,02-03-2027,Tuesday,0,64,6,31,success,22-02-2027 11:13
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,09-08-2027,Monday,0,64,5,22,success,11-07-2027 07:33
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,18-02-2027,Thursday,0,72,3,23,success,07-02-2027 01:14
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,31-05-2027,Monday,0,72,7,28,success,27-05-2027 18:18
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,12-07-2027,Monday,0,64,7,25,success,13-06-2027 11:04
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,01-10-2027,Friday,0,72,7,52,success,11-09-2027 05:17
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,20-07-2027,Tuesday,0,72,1,38,success,13-07-2027 02:56
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,15-08-2027,Sunday,1,72,4,16,success,06-08-2027 12:18
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,30-07-2027,Friday,0,72,1,34,success,17-07-2027 17:55
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,14-12-2027,Tuesday,0,64,3,48,success,09-12-2027 21:00
T010,Delhi-Pune,New Delhi,Pune,1450,3A,General,25-11-2027,Thursday,0,64,3,44,success,26-10-2027 02:32
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,26-03-2027,Friday,0,46,4,24,success,07-03-2027 07:19
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,11-05-2027,Tuesday,0,72,1,37,success,16-04-2027 05:27
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,1A,Tatkal,28-02-2027,Sunday,1,24,6,5,fail,03-02-2027 05:27
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,Tatkal,31-05-2027,Monday,0,46,3,27,success,30-04-2027 17:12
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,23-03-2027,Tuesday,0,72,2,39,success,10-03-2027 18:28
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,02-08-2027,Monday,0,72,4,41,success,24-07-2027 13:46
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,12-10-2027,Tuesday,0,72,1,25,success,05-10-2027 06:50
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,10-08-2027,Tuesday,0,72,2,30,success,07-08-2027 20:05
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,20-06-2027,Sunday,1,72,2,27,success,30-05-2027 01:48
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,16-04-2027,Friday,0,72,2,53,success,25-03-2027 13:21
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,29-07-2027,Thursday,0,46,5,28,success,15-07-2027 06:56
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,26-12-2027,Sunday,1,72,2,44,success,03-12-2027 11:34
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,24-02-2027,Wednesday,0,64,7,26,success,11-02-2027 02:47
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,04-05-2027,Tuesday,0,72,2,42,success,22-04-2027 17:36
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,General,05-08-2027,Thursday,0,46,2,26,success,22-07-2027 16:30
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,20-06-2027,Sunday,1,64,2,20,success,06-06-2027 02:15
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,General,31-08-2027,Tuesday,0,46,4,33,success,26-08-2027 02:19
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,12-09-2027,Sunday,1,46,4,7,success,22-08-2027 09:41
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,20-08-2027,Friday,0,64,7,33,success,27-07-2027 00:37
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,18-02-2027,Thursday,0,72,7,26,success,03-02-2027 08:49
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,07-02-2027,Sunday,1,64,5,28,success,01-02-2027 06:01
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,18-08-2027,Wednesday,0,72,6,38,success,03-08-2027 21:41
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,23-02-2027,Tuesday,0,46,3,24,success,28-01-2027 23:39
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,05-09-2027,Sunday,1,72,4,20,success,10-08-2027 16:59
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,16-07-2027,Friday,0,72,4,30,success,17-06-2027 03:16
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,19-10-2027,Tuesday,0,72,3,29,success,27-09-2027 01:22
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,06-04-2027,Tuesday,0,72,2,36,success,18-03-2027 06:45
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,21-06-2027,Monday,0,72,6,52,success,27-05-2027 15:53
T009,Pune-Delhi,Pune,New Delhi,1450,1A,Tatkal,17-02-2027,Wednesday,0,24,7,14,success,02-02-2027 00:15
T010,Delhi-Pune,New Delhi,Pune,1450,3A,General,16-01-2027,Saturday,1,64,4,30,success,31-12-2026 15:18
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,27-06-2027,Sunday,1,72,5,15,success,25-06-2027 21:22
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,27-09-2027,Monday,0,72,5,25,success,04-09-2027 01:02
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,1A,General,16-04-2027,Friday,0,24,7,8,success,22-03-2027 21:42
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,General,27-06-2027,Sunday,1,46,5,28,success,07-06-2027 00:38
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,18-06-2027,Friday,0,72,2,49,success,26-05-2027 20:20
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,09-06-2027,Wednesday,0,46,6,22,success,26-05-2027 11:52
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,28-12-2027,Tuesday,0,64,2,29,success,29-11-2027 04:36
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,02-10-2027,Saturday,1,64,2,19,success,14-09-2027 13:49
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,23-01-2027,Saturday,1,64,7,12,success,24-12-2026 23:45
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,28-04-2027,Wednesday,0,64,1,26,success,28-03-2027 04:23
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,16-06-2027,Wednesday,0,46,7,19,success,25-05-2027 03:16
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,28-09-2027,Tuesday,0,64,3,31,success,31-08-2027 07:30
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,17-08-2027,Tuesday,0,64,6,32,success,19-07-2027 14:58
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,11-12-2027,Saturday,1,72,6,24,success,29-11-2027 11:10
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,09-08-2027,Monday,0,64,1,22,success,02-08-2027 15:19
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,23-11-2027,Tuesday,0,64,2,23,success,25-10-2027 14:27
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,1A,Tatkal,21-03-2027,Sunday,1,24,4,8,success,22-02-2027 07:08
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,12-08-2027,Thursday,0,64,6,32,success,01-08-2027 23:46
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,22-03-2027,Monday,0,72,7,33,success,25-02-2027 16:41
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,05-02-2027,Friday,0,72,1,34,success,22-01-2027 14:09
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,19-07-2027,Monday,0,64,4,23,success,09-07-2027 03:52
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,07-12-2027,Tuesday,0,72,1,51,success,07-11-2027 18:37
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,24-10-2027,Sunday,1,64,6,18,success,25-09-2027 04:28
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,17-09-2027,Friday,0,72,2,24,success,03-09-2027 14:47
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,31-08-2027,Tuesday,0,72,4,38,success,17-08-2027 02:21
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,24-05-2027,Monday,0,72,6,37,success,30-04-2027 11:39
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,Tatkal,15-12-2027,Wednesday,0,46,2,17,success,01-12-2027 03:48
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,20-03-2027,Saturday,1,46,6,22,success,05-03-2027 21:08
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,21-01-2027,Thursday,0,72,3,37,success,27-12-2026 19:37
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,20-06-2027,Sunday,1,72,5,41,success,08-06-2027 16:17
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,14-12-2027,Tuesday,0,72,1,32,success,03-12-2027 05:15
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,General,26-06-2027,Saturday,1,46,7,34,success,22-06-2027 06:24
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,Tatkal,19-05-2027,Wednesday,0,46,6,14,success,16-05-2027 00:44
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,13-08-2027,Friday,0,72,3,32,success,04-08-2027 11:20
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,Tatkal,09-06-2027,Wednesday,0,46,6,22,success,17-05-2027 16:32
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,13-09-2027,Monday,0,72,6,47,success,19-08-2027 07:45
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,11-05-2027,Tuesday,0,64,2,27,success,27-04-2027 06:25
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,General,31-08-2027,Tuesday,0,46,7,21,success,12-08-2027 08:03
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,12-10-2027,Tuesday,0,72,6,28,success,05-10-2027 12:28
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,13-01-2027,Wednesday,0,64,1,25,success,27-12-2026 18:32
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,27-12-2027,Monday,0,46,5,15,success,07-12-2027 21:02
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,24-11-2027,Wednesday,0,64,1,32,success,22-11-2027 10:43
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,16-12-2027,Thursday,0,46,3,37,success,23-11-2027 12:15
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,29-03-2027,Monday,0,72,6,33,success,14-03-2027 12:32
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,25-12-2027,Saturday,1,72,3,23,success,15-12-2027 19:55
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,07-01-2027,Thursday,0,46,4,19,success,08-12-2026 13:36
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,29-09-2027,Wednesday,0,72,3,48,success,30-08-2027 17:27
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,1A,Tatkal,02-12-2027,Thursday,0,24,1,19,success,04-11-2027 01:21
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,16-09-2027,Thursday,0,64,1,27,success,20-08-2027 08:31
T010,Delhi-Pune,New Delhi,Pune,1450,2A,Tatkal,11-03-2027,Thursday,0,46,6,22,success,05-03-2027 09:16
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,26-07-2027,Monday,0,46,5,18,success,28-06-2027 04:10
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,21-02-2027,Sunday,1,72,3,22,success,31-01-2027 06:09
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,01-02-2027,Monday,0,46,2,36,success,09-01-2027 09:15
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,10-03-2027,Wednesday,0,72,6,27,success,06-03-2027 13:56
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,20-03-2027,Saturday,1,72,1,22,success,21-02-2027 21:30
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,20-01-2027,Wednesday,0,64,2,41,success,08-01-2027 15:20
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,28-02-2027,Sunday,1,72,5,23,success,15-02-2027 22:34
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,20-06-2027,Sunday,1,72,4,44,success,15-06-2027 10:32
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,08-12-2027,Wednesday,0,64,4,48,success,19-11-2027 09:01
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,29-01-2027,Friday,0,64,3,27,success,22-01-2027 09:44
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,13-04-2027,Tuesday,0,64,5,22,success,17-03-2027 17:19
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,General,18-11-2027,Thursday,0,46,4,28,success,12-11-2027 12:30
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,1A,Tatkal,17-02-2027,Wednesday,0,24,4,19,success,24-01-2027 00:57
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,General,05-12-2027,Sunday,1,46,3,29,success,11-11-2027 13:18
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,10-08-2027,Tuesday,0,72,1,34,success,04-08-2027 00:14
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,16-10-2027,Saturday,1,72,5,19,success,05-10-2027 13:52
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,01-09-2027,Wednesday,0,72,3,34,success,28-08-2027 02:12
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,31-10-2027,Sunday,1,72,1,20,success,21-10-2027 09:58
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,10-06-2027,Thursday,0,64,3,33,success,25-05-2027 08:41
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,05-04-2027,Monday,0,64,7,29,success,27-03-2027 05:48
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,06-06-2027,Sunday,1,72,2,25,success,16-05-2027 07:43
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,26-03-2027,Friday,0,64,6,33,success,07-03-2027 13:18
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,General,23-12-2027,Thursday,0,64,2,34,success,01-12-2027 23:54
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,22-09-2027,Wednesday,0,64,5,27,success,26-08-2027 16:56
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,10-05-2027,Monday,0,72,6,37,success,22-04-2027 22:46
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,11-12-2027,Saturday,1,64,2,29,success,30-11-2027 03:31
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,11-06-2027,Friday,0,72,1,26,success,08-06-2027 20:18
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,12-03-2027,Friday,0,64,7,37,success,24-02-2027 06:49
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,05-08-2027,Thursday,0,64,1,26,success,14-07-2027 10:37
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,28-02-2027,Sunday,1,64,3,12,success,20-02-2027 18:51
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,27-08-2027,Friday,0,64,4,33,success,20-08-2027 21:39
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,10-02-2027,Wednesday,0,72,3,43,success,18-01-2027 02:10
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,05-12-2027,Sunday,1,64,7,15,success,14-11-2027 08:28
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,15-11-2027,Monday,0,72,4,31,success,28-10-2027 00:01
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,11-02-2027,Thursday,0,64,1,31,success,21-01-2027 10:17
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,10-06-2027,Thursday,0,72,5,23,success,11-05-2027 16:11
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,General,15-07-2027,Thursday,0,64,4,44,success,13-07-2027 12:35
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,25-06-2027,Friday,0,72,1,48,success,13-06-2027 00:07
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,21-07-2027,Wednesday,0,72,3,38,success,24-06-2027 23:41
T010,Delhi-Pune,New Delhi,Pune,1450,1A,Tatkal,01-12-2027,Wednesday,0,24,6,12,success,10-11-2027 00:30
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,02-03-2027,Tuesday,0,64,7,29,success,17-02-2027 03:43
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,18-11-2027,Thursday,0,64,7,31,success,04-11-2027 06:52
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,15-03-2027,Monday,0,72,7,42,success,04-03-2027 11:51
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,02-12-2027,Thursday,0,72,2,36,success,18-11-2027 14:56
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,06-12-2027,Monday,0,72,2,45,success,18-11-2027 10:57
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,12-10-2027,Tuesday,0,64,7,44,success,06-10-2027 21:09
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,General,26-06-2027,Saturday,1,64,1,42,success,13-06-2027 19:40
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,12-04-2027,Monday,0,46,3,16,success,10-04-2027 16:26
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,12-07-2027,Monday,0,64,6,19,success,19-06-2027 10:04
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,13-11-2027,Saturday,1,64,6,13,success,02-11-2027 16:50
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,22-11-2027,Monday,0,64,3,28,success,26-10-2027 03:38
